htno,sem,subcode,subname,internal,external,marks,dept
16NG5A0110,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,50,80,ECE
16NG5A0110,III-I SEM,RT31014,ENGINEERING GEOLOGY,25,29,54,ECE
16NG5A0110,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,28,24,52,ECE
16NG5A0110,III-I SEM,RT31016,IPR & PATENTS,19,28,47,ECE
16NG5A0110,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,22,45,67,ECE
16NG5A0110,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,21,46,67,ECE
16NG5A0111,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,20,51,71,ECE
16NG5A0111,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,23,47,70,ECE
16NG5A0111,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,39,69,ECE
16NG5A0111,III-I SEM,RT31014,ENGINEERING GEOLOGY,27,33,60,ECE
16NG5A0111,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,30,50,80,ECE
16NG5A0111,III-I SEM,RT31016,IPR & PATENTS,21,59,80,ECE
16NG5A0111,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,20,47,67,ECE
16NG5A0111,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,24,48,72,ECE
16NG5A0112,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,13,17,30,ECE
16NG5A0112,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,18,24,42,ECE
16NG5A0112,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,20,50,ECE
16NG5A0112,III-I SEM,RT31014,ENGINEERING GEOLOGY,19,13,32,ECE
16NG5A0112,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,29,34,63,ECE
16NG5A0112,III-I SEM,RT31016,IPR & PATENTS,19,25,44,ECE
16NG5A0112,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,17,44,61,ECE
16NG5A0112,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,21,43,64,ECE
16NG5A0113,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,21,45,66,ECE
16NG5A0113,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,28,34,62,ECE
16NG5A0113,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,43,73,ECE
16NG5A0113,III-I SEM,RT31014,ENGINEERING GEOLOGY,29,25,54,ECE
16NG5A0113,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,28,47,75,ECE
16NG5A0113,III-I SEM,RT31016,IPR & PATENTS,23,32,55,ECE
16NG5A0113,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,25,46,71,ECE
16NG5A0113,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,24,48,72,ECE
16NG5A0114,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,13,14,27,ECE
16NG5A0114,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,17,36,53,ECE
16NG5A0114,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,41,71,ECE
16NG5A0114,III-I SEM,RT31014,ENGINEERING GEOLOGY,14,32,46,ECE
16NG5A0114,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,25,26,51,ECE
16NG5A0114,III-I SEM,RT31016,IPR & PATENTS,21,35,56,ECE
16NG5A0114,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,21,45,66,ECE
16NG5A0114,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,20,43,63,ECE
16NG5A0115,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,19,39,58,ECE
16NG5A0115,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,16,42,58,ECE
16NG5A0115,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,31,61,ECE
16NG5A0115,III-I SEM,RT31014,ENGINEERING GEOLOGY,24,25,49,ECE
16NG5A0115,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,27,43,70,ECE
16NG5A0115,III-I SEM,RT31016,IPR & PATENTS,22,38,60,ECE
16NG5A0115,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,24,45,69,ECE
16NG5A0115,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,23,47,70,ECE
16NG5A0116,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,16,24,40,ECE
16NG5A0116,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,19,29,48,ECE
16NG5A0116,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,26,21,47,ECE
16NG5A0116,III-I SEM,RT31014,ENGINEERING GEOLOGY,23,40,63,ECE
16NG5A0116,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,29,28,57,ECE
16NG5A0116,III-I SEM,RT31016,IPR & PATENTS,24,26,50,ECE
16NG5A0116,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,21,44,65,ECE
16NG5A0116,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,20,43,63,ECE
16NG5A0117,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,18,35,53,ECE
16NG5A0117,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,20,9,29,ECE
16NG5A0117,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,61,91,ECE
16NG5A0117,III-I SEM,RT31014,ENGINEERING GEOLOGY,25,36,61,ECE
16NG5A0117,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,21,37,58,ECE
16NG5A0117,III-I SEM,RT31016,IPR & PATENTS,22,33,55,ECE
16NG5A0117,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,21,44,65,ECE
16NG5A0117,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,21,48,69,ECE
16NG5A0118,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,16,14,30,ECE
16NG5A0118,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,17,36,53,ECE
16NG5A0118,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,36,66,ECE
16NG5A0118,III-I SEM,RT31014,ENGINEERING GEOLOGY,20,24,44,ECE
16NG5A0118,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,26,24,50,ECE
16NG5A0118,III-I SEM,RT31016,IPR & PATENTS,24,24,48,ECE
16NG5A0118,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,20,43,63,ECE
16NG5A0118,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,19,43,62,ECE
16NG5A0119,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,24,43,67,ECE
16NG5A0119,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,28,32,60,ECE
16NG5A0119,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,42,72,ECE
16NG5A0119,III-I SEM,RT31014,ENGINEERING GEOLOGY,27,29,56,ECE
16NG5A0119,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,22,44,66,ECE
16NG5A0119,III-I SEM,RT31016,IPR & PATENTS,23,41,64,ECE
16NG5A0119,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,21,47,68,ECE
16NG5A0119,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,22,46,68,ECE
16NG5A0120,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,21,42,63,ECE
16NG5A0120,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,26,31,57,ECE
16NG5A0120,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,43,73,ECE
16NG5A0120,III-I SEM,RT31014,ENGINEERING GEOLOGY,21,45,66,ECE
16NG5A0120,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,29,36,65,ECE
16NG5A0120,III-I SEM,RT31016,IPR & PATENTS,26,27,53,ECE
16NG5A0120,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,21,44,65,ECE
16NG5A0120,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,22,47,69,ECE
16NG5A0121,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,17,28,45,ECE
16NG5A0121,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,21,25,46,ECE
16NG5A0121,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,31,61,ECE
16NG5A0121,III-I SEM,RT31014,ENGINEERING GEOLOGY,20,25,45,ECE
16NG5A0121,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,24,14,38,ECE
16NG5A0121,III-I SEM,RT31016,IPR & PATENTS,23,11,34,ECE
16NG5A0121,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,20,43,63,ECE
16NG5A0121,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,19,44,63,ECE
16NG5A0122,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,22,27,49,ECE
16NG5A0122,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,24,39,63,ECE
16NG5A0122,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,55,85,ECE
16NG5A0122,III-I SEM,RT31014,ENGINEERING GEOLOGY,26,32,58,ECE
16NG5A0122,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,25,26,51,ECE
16NG5A0122,III-I SEM,RT31016,IPR & PATENTS,21,35,56,ECE
16NG5A0122,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,21,44,65,ECE
16NG5A0122,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,21,48,69,ECE
16NG5A0123,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,18,24,42,ECE
16NG5A0123,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,22,45,67,ECE
16NG5A0123,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,33,63,ECE
16NG5A0123,III-I SEM,RT31014,ENGINEERING GEOLOGY,19,26,45,ECE
16NG5A0123,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,29,55,84,ECE
16NG5A0123,III-I SEM,RT31016,IPR & PATENTS,25,57,82,ECE
16NG5A0123,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,21,45,66,ECE
16NG5A0123,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,21,45,66,ECE
16NG5A0124,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,20,46,66,ECE
16NG5A0124,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,27,44,71,ECE
16NG5A0124,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,33,63,ECE
16NG5A0124,III-I SEM,RT31014,ENGINEERING GEOLOGY,25,36,61,ECE
16NG5A0124,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,27,29,56,ECE
16NG5A0124,III-I SEM,RT31016,IPR & PATENTS,23,29,52,ECE
16NG5A0124,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,18,45,63,ECE
16NG5A0124,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,21,48,69,ECE
16NG5A0125,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,19,32,51,ECE
16NG5A0125,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,16,37,53,ECE
16NG5A0125,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,46,76,ECE
16NG5A0125,III-I SEM,RT31014,ENGINEERING GEOLOGY,20,31,51,ECE
16NG5A0125,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,28,32,60,ECE
16NG5A0125,III-I SEM,RT31016,IPR & PATENTS,16,33,49,ECE
16NG5A0125,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,21,45,66,ECE
16NG5A0125,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,22,46,68,ECE
16NG5A0126,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,27,24,51,ECE
16NG5A0126,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,30,44,74,ECE
16NG5A0126,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,60,90,ECE
16NG5A0126,III-I SEM,RT31014,ENGINEERING GEOLOGY,30,39,69,ECE
16NG5A0126,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,28,39,67,ECE
16NG5A0126,III-I SEM,RT31016,IPR & PATENTS,29,48,77,ECE
16NG5A0126,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,22,49,71,ECE
16NG5A0126,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,24,47,71,ECE
16NG5A0127,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,14,48,62,ECE
16NG5A0127,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,21,32,53,ECE
16NG5A0127,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,31,61,ECE
16NG5A0127,III-I SEM,RT31014,ENGINEERING GEOLOGY,26,25,51,ECE
16NG5A0127,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,30,52,82,ECE
16NG5A0127,III-I SEM,RT31016,IPR & PATENTS,25,48,73,ECE
16NG5A0127,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,21,44,65,ECE
16NG5A0127,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,22,45,67,ECE
16NG5A0128,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,19,70,89,ECE
16NG5A0128,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,19,30,49,ECE
16NG5A0128,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,21,51,ECE
16NG5A0128,III-I SEM,RT31014,ENGINEERING GEOLOGY,27,48,75,ECE
16NG5A0128,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,28,36,64,ECE
16NG5A0128,III-I SEM,RT31016,IPR & PATENTS,21,34,55,ECE
16NG5A0128,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,20,49,69,ECE
16NG5A0128,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,20,48,68,ECE
16NG5A0130,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,20,39,59,ECE
16NG5A0130,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,23,38,61,ECE
16NG5A0130,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,70,100,ECE
16NG5A0130,III-I SEM,RT31014,ENGINEERING GEOLOGY,24,41,65,ECE
16NG5A0130,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,24,61,85,ECE
16NG5A0130,III-I SEM,RT31016,IPR & PATENTS,25,37,62,ECE
16NG5A0130,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,20,48,68,ECE
16NG5A0130,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,18,46,64,ECE
16NG5A0131,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,21,26,47,ECE
16NG5A0131,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,19,42,61,ECE
16NG5A0131,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,31,61,ECE
16NG5A0131,III-I SEM,RT31014,ENGINEERING GEOLOGY,19,29,48,ECE
16NG5A0131,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,26,29,55,ECE
16NG5A0131,III-I SEM,RT31016,IPR & PATENTS,21,35,56,ECE
16NG5A0131,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,23,46,69,ECE
16NG5A0131,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,22,46,68,ECE
16NG5A0132,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,30,70,100,ECE
16NG5A0132,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,29,61,90,ECE
16NG5A0132,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,31,61,ECE
16NG5A0132,III-I SEM,RT31014,ENGINEERING GEOLOGY,29,32,61,ECE
16NG5A0132,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,29,68,97,ECE
16NG5A0132,III-I SEM,RT31016,IPR & PATENTS,29,60,89,ECE
16NG5A0132,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,25,49,74,ECE
16NG5A0132,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,25,48,73,ECE
16NG5A0133,III-I SEM,RT31011,GEOTECHNICAL ENGINEERING-I,26,50,76,ECE
16NG5A0133,III-I SEM,RT31012,STRUCTURAL ANALYSIS-II,28,30,58,ECE
16NG5A0133,III-I SEM,RT31013,DESIGN AND DRAWING OF REINFORCED CONCRETE S,30,26,56,ECE
16NG5A0133,III-I SEM,RT31014,ENGINEERING GEOLOGY,30,24,54,ECE
16NG5A0133,III-I SEM,RT31015,TRANSPORTATION ENGINEERING-I,28,30,58,ECE
16NG5A0133,III-I SEM,RT31016,IPR & PATENTS,27,29,56,ECE
16NG5A0133,III-I SEM,RT31017,GEOTECHNICAL ENGINEERING LAB,18,45,63,ECE
16NG5A0133,III-I SEM,RT31018,ENGINEERING GEOLOGY LAB,21,47,68,ECE
16NG5A0201,III-I SEM,RT31016,IPR & PATENTS,18,24,42,ECE
16NG5A0201,III-I SEM,RT31021,ELECTRICAL MEASUREMENTS,21,12,33,ECE
16NG5A0201,III-I SEM,RT31022,MEFA,22,27,49,ECE
16NG5A0201,III-I SEM,RT31023,POWER SYSTEMS-II,21,24,45,ECE
16NG5A0201,III-I SEM,RT31024,ELECTRICAL MACHINES-III,20,9,29,ECE
16NG5A0201,III-I SEM,RT31025,POWER ELECTRONICS,22,12,34,ECE
16NG5A0201,III-I SEM,RT31026,LINEAR & DIGITAL IC APPLICATIONS,17,0,17,ECE
16NG5A0201,III-I SEM,RT31027,ELECTRICAL MACHINES-II  LAB,16,30,46,ECE
16NG5A0201,III-I SEM,RT31028,CONTROL SYSTEMS LAB,20,34,54,ECE
16NG5A0202,III-I SEM,RT31016,IPR & PATENTS,19,26,45,ECE
16NG5A0202,III-I SEM,RT31021,ELECTRICAL MEASUREMENTS,26,29,55,ECE
16NG5A0202,III-I SEM,RT31022,MEFA,23,30,53,ECE
16NG5A0202,III-I SEM,RT31023,POWER SYSTEMS-II,27,26,53,ECE
16NG5A0202,III-I SEM,RT31024,ELECTRICAL MACHINES-III,23,42,65,ECE
16NG5A0202,III-I SEM,RT31025,POWER ELECTRONICS,24,13,37,ECE
16NG5A0202,III-I SEM,RT31026,LINEAR & DIGITAL IC APPLICATIONS,22,41,63,ECE
16NG5A0202,III-I SEM,RT31027,ELECTRICAL MACHINES-II  LAB,22,46,68,ECE
16NG5A0202,III-I SEM,RT31028,CONTROL SYSTEMS LAB,23,45,68,ECE
16NG5A0204,III-I SEM,RT31016,IPR & PATENTS,25,25,50,ECE
16NG5A0204,III-I SEM,RT31021,ELECTRICAL MEASUREMENTS,20,32,52,ECE
16NG5A0204,III-I SEM,RT31022,MEFA,20,33,53,ECE
16NG5A0204,III-I SEM,RT31023,POWER SYSTEMS-II,20,46,66,ECE
16NG5A0204,III-I SEM,RT31024,ELECTRICAL MACHINES-III,23,45,68,ECE
16NG5A0204,III-I SEM,RT31025,POWER ELECTRONICS,21,11,32,ECE
16NG5A0204,III-I SEM,RT31026,LINEAR & DIGITAL IC APPLICATIONS,17,8,25,ECE
16NG5A0204,III-I SEM,RT31027,ELECTRICAL MACHINES-II  LAB,21,38,59,ECE
16NG5A0204,III-I SEM,RT31028,CONTROL SYSTEMS LAB,20,40,60,ECE
16NG5A0205,III-I SEM,RT31016,IPR & PATENTS,16,33,49,ECE
16NG5A0205,III-I SEM,RT31021,ELECTRICAL MEASUREMENTS,24,27,51,ECE
16NG5A0205,III-I SEM,RT31022,MEFA,20,52,72,ECE
16NG5A0205,III-I SEM,RT31023,POWER SYSTEMS-II,23,41,64,ECE
16NG5A0205,III-I SEM,RT31024,ELECTRICAL MACHINES-III,25,24,49,ECE
16NG5A0205,III-I SEM,RT31025,POWER ELECTRONICS,24,24,48,ECE
16NG5A0205,III-I SEM,RT31026,LINEAR & DIGITAL IC APPLICATIONS,19,36,55,ECE
16NG5A0205,III-I SEM,RT31027,ELECTRICAL MACHINES-II  LAB,21,44,65,ECE
16NG5A0205,III-I SEM,RT31028,CONTROL SYSTEMS LAB,23,46,69,ECE
16NG5A0206,III-I SEM,RT31016,IPR & PATENTS,19,24,43,ECE
16NG5A0206,III-I SEM,RT31021,ELECTRICAL MEASUREMENTS,23,24,47,ECE
16NG5A0206,III-I SEM,RT31022,MEFA,17,42,59,ECE
16NG5A0206,III-I SEM,RT31023,POWER SYSTEMS-II,24,34,58,ECE
16NG5A0206,III-I SEM,RT31024,ELECTRICAL MACHINES-III,26,9,35,ECE
16NG5A0206,III-I SEM,RT31025,POWER ELECTRONICS,21,24,45,ECE
16NG5A0206,III-I SEM,RT31026,LINEAR & DIGITAL IC APPLICATIONS,20,17,37,ECE
16NG5A0206,III-I SEM,RT31027,ELECTRICAL MACHINES-II  LAB,24,43,67,ECE
16NG5A0206,III-I SEM,RT31028,CONTROL SYSTEMS LAB,24,48,72,ECE
16NG5A0207,III-I SEM,RT31016,IPR & PATENTS,20,26,46,ECE
16NG5A0207,III-I SEM,RT31021,ELECTRICAL MEASUREMENTS,25,19,44,ECE
16NG5A0207,III-I SEM,RT31022,MEFA,18,36,54,ECE
16NG5A0207,III-I SEM,RT31023,POWER SYSTEMS-II,27,26,53,ECE
16NG5A0207,III-I SEM,RT31024,ELECTRICAL MACHINES-III,28,38,66,ECE
16NG5A0207,III-I SEM,RT31025,POWER ELECTRONICS,23,24,47,ECE
16NG5A0207,III-I SEM,RT31026,LINEAR & DIGITAL IC APPLICATIONS,21,33,54,ECE
16NG5A0207,III-I SEM,RT31027,ELECTRICAL MACHINES-II  LAB,23,47,70,ECE
16NG5A0207,III-I SEM,RT31028,CONTROL SYSTEMS LAB,23,47,70,ECE
16NG5A0208,III-I SEM,RT31016,IPR & PATENTS,22,31,53,ECE
16NG5A0208,III-I SEM,RT31021,ELECTRICAL MEASUREMENTS,21,31,52,ECE
16NG5A0208,III-I SEM,RT31022,MEFA,24,34,58,ECE
16NG5A0208,III-I SEM,RT31023,POWER SYSTEMS-II,26,53,79,ECE
16NG5A0208,III-I SEM,RT31024,ELECTRICAL MACHINES-III,27,48,75,ECE
16NG5A0208,III-I SEM,RT31025,POWER ELECTRONICS,22,35,57,ECE
16NG5A0208,III-I SEM,RT31026,LINEAR & DIGITAL IC APPLICATIONS,19,9,28,ECE
16NG5A0208,III-I SEM,RT31027,ELECTRICAL MACHINES-II  LAB,20,47,67,ECE
16NG5A0208,III-I SEM,RT31028,CONTROL SYSTEMS LAB,23,46,69,ECE
16NG5A0209,III-I SEM,RT31016,IPR & PATENTS,23,50,73,ECE
16NG5A0209,III-I SEM,RT31021,ELECTRICAL MEASUREMENTS,27,36,63,ECE
16NG5A0209,III-I SEM,RT31022,MEFA,23,50,73,ECE
16NG5A0209,III-I SEM,RT31023,POWER SYSTEMS-II,26,47,73,ECE
16NG5A0209,III-I SEM,RT31024,ELECTRICAL MACHINES-III,22,30,52,ECE
16NG5A0209,III-I SEM,RT31025,POWER ELECTRONICS,25,26,51,ECE
16NG5A0209,III-I SEM,RT31026,LINEAR & DIGITAL IC APPLICATIONS,26,36,62,ECE
16NG5A0209,III-I SEM,RT31027,ELECTRICAL MACHINES-II  LAB,22,44,66,ECE
16NG5A0209,III-I SEM,RT31028,CONTROL SYSTEMS LAB,23,48,71,ECE
16NG5A0210,III-I SEM,RT31016,IPR & PATENTS,20,34,54,ECE
16NG5A0210,III-I SEM,RT31021,ELECTRICAL MEASUREMENTS,24,36,60,ECE
16NG5A0210,III-I SEM,RT31022,MEFA,20,56,76,ECE
16NG5A0210,III-I SEM,RT31023,POWER SYSTEMS-II,28,35,63,ECE
16NG5A0210,III-I SEM,RT31024,ELECTRICAL MACHINES-III,24,39,63,ECE
16NG5A0210,III-I SEM,RT31025,POWER ELECTRONICS,24,26,50,ECE
16NG5A0210,III-I SEM,RT31026,LINEAR & DIGITAL IC APPLICATIONS,19,42,61,ECE
16NG5A0210,III-I SEM,RT31027,ELECTRICAL MACHINES-II  LAB,21,40,61,ECE
16NG5A0210,III-I SEM,RT31028,CONTROL SYSTEMS LAB,16,40,56,ECE
16NG5A0211,III-I SEM,RT31016,IPR & PATENTS,19,24,43,ECE
16NG5A0211,III-I SEM,RT31021,ELECTRICAL MEASUREMENTS,22,28,50,ECE
16NG5A0211,III-I SEM,RT31022,MEFA,20,40,60,ECE
16NG5A0211,III-I SEM,RT31023,POWER SYSTEMS-II,26,40,66,ECE
16NG5A0211,III-I SEM,RT31024,ELECTRICAL MACHINES-III,25,39,64,ECE
16NG5A0211,III-I SEM,RT31025,POWER ELECTRONICS,25,24,49,ECE
16NG5A0211,III-I SEM,RT31026,LINEAR & DIGITAL IC APPLICATIONS,19,24,43,ECE
16NG5A0211,III-I SEM,RT31027,ELECTRICAL MACHINES-II  LAB,21,42,63,ECE
16NG5A0211,III-I SEM,RT31028,CONTROL SYSTEMS LAB,23,47,70,ECE
16NG5A0212,III-I SEM,RT31016,IPR & PATENTS,22,33,55,ECE
16NG5A0212,III-I SEM,RT31021,ELECTRICAL MEASUREMENTS,24,44,68,ECE
16NG5A0212,III-I SEM,RT31022,MEFA,22,41,63,ECE
16NG5A0212,III-I SEM,RT31023,POWER SYSTEMS-II,29,59,88,ECE
16NG5A0212,III-I SEM,RT31024,ELECTRICAL MACHINES-III,30,63,93,ECE
16NG5A0212,III-I SEM,RT31025,POWER ELECTRONICS,24,45,69,ECE
16NG5A0212,III-I SEM,RT31026,LINEAR & DIGITAL IC APPLICATIONS,23,58,81,ECE
16NG5A0212,III-I SEM,RT31027,ELECTRICAL MACHINES-II  LAB,25,49,74,ECE
16NG5A0212,III-I SEM,RT31028,CONTROL SYSTEMS LAB,25,50,75,ECE
16NG5A0213,III-I SEM,RT31016,IPR & PATENTS,21,28,49,ECE
16NG5A0213,III-I SEM,RT31021,ELECTRICAL MEASUREMENTS,22,2,24,ECE
16NG5A0213,III-I SEM,RT31022,MEFA,20,37,57,ECE
16NG5A0213,III-I SEM,RT31023,POWER SYSTEMS-II,27,25,52,ECE
16NG5A0213,III-I SEM,RT31024,ELECTRICAL MACHINES-III,25,12,37,ECE
16NG5A0213,III-I SEM,RT31025,POWER ELECTRONICS,19,12,31,ECE
16NG5A0213,III-I SEM,RT31026,LINEAR & DIGITAL IC APPLICATIONS,21,17,38,ECE
16NG5A0213,III-I SEM,RT31027,ELECTRICAL MACHINES-II  LAB,23,45,68,ECE
16NG5A0213,III-I SEM,RT31028,CONTROL SYSTEMS LAB,23,47,70,ECE
16NG5A0214,III-I SEM,RT31016,IPR & PATENTS,18,25,43,ECE
16NG5A0214,III-I SEM,RT31021,ELECTRICAL MEASUREMENTS,25,26,51,ECE
16NG5A0214,III-I SEM,RT31022,MEFA,20,48,68,ECE
16NG5A0214,III-I SEM,RT31023,POWER SYSTEMS-II,26,34,60,ECE
16NG5A0214,III-I SEM,RT31024,ELECTRICAL MACHINES-III,23,24,47,ECE
16NG5A0214,III-I SEM,RT31025,POWER ELECTRONICS,24,11,35,ECE
